R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,TIPI1,TIPI2,TIPI3,TIPI4,TIPI5,TIPI6,TIPI7,TIPI8,TIPI9,TIPI10,VCL1,VCL2,VCL3,VCL4,VCL5,VCL6,VCL7,VCL8,VCL9,VCL10,VCL11,VCL12,VCL13,VCL14,VCL15,VCL16,education,urban,gender,engnat,age,hand,religion,orientation,race,voted,married,familysize,major,R,I,A,S,E,C,cluster
3,3,2,4,4,4,2,2,3,4,4,4,4,4,4,4,5,4,4,5,3,5,5,5,5,4,4,5,4,5,4,3,4,3,4,4,4,3,2,4,1,3,2,2,3,4,2,2,6,1,5,2,7,4,6,3,5,2,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,2,1,1,38,1,5,1,4,1,2,6,administration,24,31,36,34,28,19,18
3,3,3,2,2,3,2,3,3,2,2,2,1,2,1,3,2,3,4,4,4,4,4,3,5,4,4,5,5,2,3,2,4,2,3,4,5,3,3,2,2,3,3,3,2,3,2,2,6,1,7,1,7,1,7,2,7,7,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,56,1,4,1,4,0,2,5,administration,21,16,28,30,26,20,18
2,2,3,2,3,3,2,2,3,3,3,3,3,3,2,5,2,3,2,3,5,3,3,3,3,3,3,3,3,1,3,2,2,2,4,3,4,2,3,2,2,1,3,3,2,2,1,2,7,5,7,3,6,4,6,2,6,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,46,1,5,1,4,1,2,4,administration,19,25,24,21,22,16,18
2,2,2,2,2,2,2,2,3,4,3,4,3,3,3,4,2,4,5,3,4,3,4,4,5,4,3,4,4,3,4,3,3,3,4,4,4,3,4,4,3,2,3,3,3,3,3,3,7,2,6,3,6,1,2,2,5,2,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,2,1,42,1,7,1,5,1,1,3,administration,16,27,29,30,29,23,18
2,3,4,1,3,4,2,4,4,4,4,4,3,3,2,3,3,5,2,3,4,5,5,2,4,4,4,4,3,3,4,1,5,1,4,3,3,2,4,3,2,1,2,2,1,1,2,2,6,5,7,3,6,2,3,1,7,3,1,1,0,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,1,1,26,1,5,1,4,1,2,4,administration,23,27,29,27,25,13,18
2,2,1,4,3,3,3,3,4,4,4,3,5,4,5,4,5,1,3,4,4,5,1,3,5,3,4,1,3,1,3,2,1,1,4,3,3,4,5,4,1,1,2,2,3,3,2,3,5,1,6,4,5,3,7,2,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,47,1,6,1,4,1,2,3,administration,21,33,26,22,25,17,18
3,2,3,2,1,4,2,2,3,3,3,3,3,3,2,4,4,4,3,4,5,5,3,4,3,4,2,3,3,3,4,2,2,1,2,2,3,1,2,4,1,1,1,1,3,3,1,2,6,1,5,2,6,5,5,6,7,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,3,2,1,1,34,1,12,1,4,1,2,1,administration,19,24,32,24,17,13,18
5,4,2,5,4,4,3,4,5,4,2,4,4,4,3,4,1,1,2,3,2,2,4,2,4,4,2,4,2,3,4,3,2,2,1,2,4,3,4,3,1,3,4,3,4,3,4,2,3,2,7,1,6,5,5,1,7,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,2,1,1,38,1,4,1,4,1,2,1,administration,31,30,17,26,21,24,18
4,2,5,2,4,5,1,3,3,2,3,5,5,4,3,4,3,4,5,4,5,5,5,4,3,4,4,4,4,4,3,2,3,1,5,3,5,2,1,2,2,2,1,1,2,1,1,1,7,1,7,2,7,1,7,5,7,3,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,3,1,1,55,2,9,1,4,0,2,2,administration,26,29,35,28,22,11,18
3,2,1,2,2,3,3,2,4,1,2,2,2,2,2,2,3,4,4,3,4,3,3,3,5,4,3,4,4,3,3,3,3,3,2,3,4,2,4,2,3,2,3,3,2,3,3,2,2,1,2,1,3,3,7,1,7,2,1,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,4,2,2,1,54,1,6,1,4,1,2,3,administration,18,17,27,29,23,21,18
3,4,3,5,3,4,3,4,4,3,1,2,1,3,1,2,4,3,5,4,3,5,1,4,3,4,3,1,4,1,4,2,3,2,4,5,2,1,2,1,1,4,1,2,1,1,1,1,3,2,6,5,6,5,7,4,4,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,2,1,20,2,1,2,5,2,1,3,administration,29,17,29,22,20,12,18
1,2,1,3,1,3,1,2,4,2,1,4,1,1,3,1,4,1,2,4,2,4,5,3,3,4,4,5,4,1,3,2,1,4,3,4,4,4,3,3,1,3,1,2,1,3,2,1,5,4,7,3,5,3,7,2,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,47,1,6,1,4,1,2,2,administration,14,17,25,26,26,14,18
3,2,2,3,2,2,1,2,2,3,3,3,3,2,3,2,2,4,5,5,3,3,2,2,4,3,3,4,3,2,3,2,3,3,4,2,3,3,3,3,2,2,3,2,2,2,3,2,6,2,6,2,6,2,6,4,6,1,1,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1,2,1,1,2,33,1,6,1,4,1,2,5,administration,17,21,26,24,24,18,18
3,1,2,3,1,3,3,1,5,3,4,3,3,1,4,3,3,3,5,3,2,3,1,2,5,5,5,5,5,3,5,3,4,1,5,1,5,3,3,4,3,2,2,1,3,5,1,2,6,1,6,5,6,5,7,1,4,2,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,4,1,1,2,25,1,8,1,1,1,1,3,administration,17,26,22,36,26,19,18
4,1,4,4,4,4,4,1,4,4,4,4,4,3,4,1,3,3,4,3,2,5,1,1,5,4,5,4,5,5,5,5,3,1,3,3,3,1,1,5,3,1,3,4,1,3,1,3,5,4,7,1,7,1,7,1,7,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,4,3,1,1,46,1,12,1,3,1,2,3,administration,26,28,22,38,20,19,18
4,3,2,4,2,2,2,2,2,4,2,2,4,4,4,2,4,4,2,4,4,5,4,4,5,2,4,5,4,2,2,2,4,2,4,2,4,2,4,2,2,2,4,4,4,4,2,2,2,5,7,5,5,6,3,3,5,3,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,3,1,1,27,2,12,1,3,2,1,4,administration,21,24,31,26,24,24,18
1,1,1,1,1,1,1,1,3,3,3,5,4,3,3,4,1,3,4,3,4,2,2,4,5,3,1,3,3,3,3,3,5,5,3,1,3,3,4,3,1,1,2,3,1,1,1,1,7,1,6,7,4,4,7,2,5,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,48,1,4,3,4,1,1,4,administration business,8,28,23,24,27,11,56
1,2,1,1,1,1,2,1,3,4,5,3,3,3,3,2,1,3,3,1,5,1,1,2,5,5,3,3,3,4,4,4,3,2,3,1,3,2,1,2,1,1,1,1,1,2,1,2,4,2,4,1,7,3,7,5,4,2,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,1,2,2,25,1,6,1,4,1,1,0,administration business,10,26,17,31,17,10,56
2,2,1,2,2,2,1,1,4,4,2,2,2,3,2,3,1,2,3,1,1,2,2,3,3,5,3,2,5,3,3,2,2,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,6,2,7,2,7,6,7,3,7,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,2,1,23,1,3,1,4,2,1,3,administration business,13,22,15,26,18,17,56
5,5,3,5,3,5,5,5,5,5,5,5,4,5,5,5,1,1,5,3,4,2,3,2,5,4,3,3,5,3,3,3,3,1,3,4,1,4,3,5,1,5,5,1,4,4,3,3,6,6,4,5,7,3,7,2,4,3,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,2,1,2,40,2,10,1,1,1,2,5,administration business,36,39,21,29,24,26,37
3,3,4,3,3,3,4,3,4,4,4,5,3,5,3,5,4,4,3,5,4,5,3,3,4,4,4,5,4,3,4,4,3,3,4,3,4,3,3,3,3,4,3,4,5,5,4,4,6,6,6,5,7,2,5,2,5,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,1,1,2,21,1,11,1,1,2,1,2,administration business,26,33,31,32,26,32,37
1,1,1,1,1,2,1,1,4,5,4,1,3,4,3,3,3,4,2,1,3,4,1,4,4,4,4,2,4,4,3,2,1,1,3,1,2,1,1,4,1,1,1,1,2,1,1,1,3,5,5,5,5,5,6,4,6,2,1,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1,4,2,2,2,46,1,6,1,4,1,2,2,administration business,9,27,22,27,14,9,56
3,3,3,4,4,2,5,3,5,5,5,5,5,5,4,5,4,2,3,5,5,5,3,1,5,4,5,5,5,5,4,3,2,4,5,2,5,5,4,2,4,5,5,5,3,5,2,3,6,5,7,6,7,6,7,1,7,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,2,20,1,7,1,3,2,1,2,administration business,27,39,28,36,29,32,37
1,3,1,2,1,3,1,2,4,3,2,1,2,1,1,1,3,1,3,2,3,3,2,1,5,3,3,1,5,2,3,2,1,1,1,1,5,1,1,1,1,1,1,1,4,3,1,1,5,5,7,2,7,5,7,4,7,4,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,50,1,6,1,4,1,3,3,administration business,14,15,18,24,12,13,56
4,2,2,2,1,2,1,1,2,3,3,3,4,2,3,3,3,3,2,1,3,2,3,1,5,5,4,5,3,3,3,1,4,3,4,3,4,3,4,3,4,3,3,3,5,5,4,3,4,6,2,6,6,4,4,3,3,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,31,1,2,2,4,2,1,2,administration business,15,23,18,29,28,30,15
5,3,2,4,4,3,4,4,5,5,5,4,4,5,4,5,3,4,3,4,4,3,3,3,4,4,2,4,4,2,4,3,4,4,2,3,4,3,4,3,4,4,4,4,3,3,4,4,5,4,5,6,6,4,5,7,5,6,1,0,0,1,1,0,1,0,0,1,0,0,1,1,1,1,3,1,1,2,22,1,3,1,1,2,1,4,administration business,29,37,27,27,27,30,37
4,2,3,4,4,2,5,1,5,4,4,3,4,2,3,4,1,3,5,1,5,2,2,2,5,5,5,3,4,4,4,4,3,2,4,3,5,3,4,3,2,3,4,3,4,4,3,4,7,1,7,2,7,1,6,1,6,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,3,1,2,24,1,10,1,1,2,1,2,administration business,25,29,21,34,27,27,37
1,1,1,1,1,1,1,1,4,4,3,2,3,4,3,1,1,3,4,1,5,3,1,1,4,5,3,3,2,1,4,3,4,3,4,1,3,3,5,3,1,1,1,3,1,3,1,3,6,3,6,2,7,4,7,1,7,1,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,2,2,2,20,1,2,1,5,2,1,2,administration business,8,24,19,25,26,14,56
3,4,2,4,2,3,5,5,4,2,2,4,5,3,5,3,3,4,3,3,2,5,5,4,4,4,3,4,3,4,5,4,3,0,4,3,3,4,5,4,4,4,4,5,5,4,3,4,4,5,5,4,6,3,7,5,4,4,1,1,1,1,1,0,0,1,0,1,0,0,1,1,1,1,2,3,2,1,45,1,7,1,5,1,1,5,administration business,28,28,29,31,26,33,37
3,3,3,4,2,3,2,3,4,5,5,3,4,5,4,2,1,3,4,4,5,3,3,4,5,3,4,4,5,2,2,2,4,3,3,2,4,4,4,3,4,5,3,3,4,4,3,4,4,6,6,6,3,5,5,4,5,6,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,3,3,1,1,25,1,4,1,3,1,1,3,administration business,23,32,27,27,27,30,15
1,1,1,2,1,2,1,1,2,3,2,3,2,2,2,3,2,2,4,2,2,2,2,2,5,5,3,2,4,2,3,3,2,3,4,3,3,3,2,2,4,2,3,3,5,3,2,3,5,6,2,3,7,6,3,5,5,3,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,3,1,2,2,32,1,1,1,4,1,1,2,administration business,10,19,18,27,22,25,56
1,1,1,1,1,1,1,1,5,3,2,5,4,2,3,1,1,1,1,1,2,3,1,1,4,5,4,4,4,3,4,3,1,1,3,1,3,3,2,1,3,1,2,2,3,3,3,4,2,2,7,2,5,7,6,2,6,4,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,2,1,26,1,7,1,4,1,2,4,administration business,8,25,11,31,15,21,56
5,5,5,3,3,5,2,5,4,4,4,3,4,3,3,3,1,1,4,1,1,2,5,4,2,5,4,1,1,2,3,2,3,3,4,1,5,3,4,4,4,3,4,4,5,4,4,4,6,2,7,1,6,3,2,3,7,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,2,1,1,1,48,1,7,1,5,2,2,3,administration business,33,28,19,20,27,32,15
1,1,1,1,1,1,1,1,4,3,2,2,2,2,2,2,1,2,2,3,2,2,2,1,4,3,1,4,2,2,2,3,3,2,3,2,4,2,3,2,1,1,1,3,2,2,2,1,7,2,6,4,6,1,6,2,5,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,2,1,27,1,4,1,4,2,1,2,administration business,8,19,15,21,21,13,56
5,3,1,3,3,1,4,1,4,3,3,5,5,3,4,2,3,3,5,2,3,3,1,2,5,5,3,4,4,4,4,4,3,3,5,2,5,4,3,3,5,5,5,5,5,4,3,5,6,3,7,6,7,7,7,2,6,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,4,1,0,2,35,1,4,1,1,0,2,3,administration business,21,29,22,33,28,37,37
5,2,5,4,5,2,5,4,3,2,3,3,3,2,1,5,4,4,5,5,4,5,3,1,4,5,3,4,5,5,4,5,5,5,5,5,5,5,4,1,5,5,3,5,3,5,3,4,6,2,6,4,6,2,7,2,4,3,1,1,1,1,1,0,1,0,0,1,0,0,0,1,1,1,3,1,2,1,32,1,4,3,4,2,2,1,administration business,32,22,31,35,35,33,37
4,4,2,5,1,4,4,2,5,5,5,5,5,4,5,3,2,2,4,2,2,4,2,3,4,5,3,4,4,2,2,3,1,4,4,3,4,4,2,2,5,4,5,4,5,4,5,4,3,5,6,5,7,7,6,5,6,6,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,4,2,2,1,43,1,1,1,4,1,3,4,administration business,26,37,21,27,24,36,37
5,1,1,5,3,3,5,1,5,5,5,5,3,4,3,3,1,1,1,1,1,2,5,2,4,1,5,5,5,3,5,5,2,1,3,1,5,1,5,1,5,5,5,5,5,5,5,5,7,7,7,1,7,4,7,1,7,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,1,3,1,1,1,24,2,4,1,4,2,1,4,administration business,24,33,14,33,19,40,15
1,2,1,2,2,3,2,2,3,4,2,3,2,3,2,3,2,1,3,2,3,2,4,3,4,5,4,4,4,1,4,2,4,3,4,2,4,3,5,2,3,2,4,3,3,3,4,2,5,2,6,2,6,3,6,4,6,3,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,4,1,1,1,27,1,5,1,4,2,2,6,administration business,15,22,20,28,27,24,56
1,4,1,1,1,4,1,4,4,4,5,3,5,3,5,2,1,2,5,1,2,2,2,2,3,1,1,1,2,1,1,3,3,2,2,4,5,2,4,3,1,1,1,1,1,2,1,1,6,3,5,4,6,1,6,4,4,2,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,3,2,1,31,1,4,1,4,2,1,4,administration business,17,31,17,13,25,9,56
4,4,4,4,2,5,4,4,4,4,4,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,3,4,2,5,4,5,4,2,4,4,4,4,4,4,4,5,4,6,6,7,6,6,6,7,5,7,5,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,4,3,1,2,23,2,9,1,4,2,1,1,administration business,31,34,32,29,30,33,37
3,2,5,3,3,1,4,3,5,4,5,4,4,4,4,2,1,3,2,2,3,1,1,2,5,4,4,4,4,4,4,4,5,4,4,5,4,5,4,1,4,4,4,4,3,3,2,4,5,6,7,7,6,6,4,1,3,4,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,3,1,2,2,24,1,4,1,5,1,1,3,administration business,24,32,15,33,32,28,37
5,4,4,4,3,4,5,3,3,5,5,3,4,4,5,4,3,2,5,3,5,3,4,3,4,3,2,2,4,4,5,3,3,3,4,2,4,4,2,4,2,4,4,3,2,4,2,2,1,1,7,3,5,7,6,1,7,1,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,1,1,2,21,1,8,3,1,1,1,1,administration business,32,33,28,27,26,23,37
3,3,3,5,2,5,2,4,4,3,4,5,4,3,3,4,2,3,1,3,2,2,4,2,5,3,2,4,5,4,3,2,2,1,3,1,4,2,2,2,2,2,4,3,5,4,2,2,6,7,7,1,6,5,6,4,7,4,1,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1,4,3,1,1,39,1,3,1,1,1,2,4,administration business,27,30,19,28,17,24,15
4,2,3,3,3,3,3,1,4,4,4,4,4,4,4,5,1,2,2,2,1,2,4,1,4,4,3,2,4,3,4,3,3,3,4,2,5,4,3,4,3,4,3,3,5,4,4,4,2,2,7,3,6,6,7,2,7,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,1,1,1,33,1,6,1,4,2,2,2,administration business,22,33,15,27,28,30,15
1,1,1,1,1,1,1,1,4,5,4,4,2,4,4,1,2,1,2,1,1,1,1,4,1,3,2,1,1,1,1,1,4,2,4,4,5,4,1,5,1,1,1,1,1,1,1,2,1,4,6,2,6,7,5,1,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,2,1,2,25,1,2,1,5,2,1,3,administration business,8,28,13,11,29,9,56
4,2,4,3,3,3,2,2,3,4,4,4,4,4,3,3,2,1,1,1,1,2,2,1,4,4,2,2,3,3,2,2,3,3,4,2,4,3,4,3,4,3,3,4,4,3,4,3,5,6,6,3,7,6,7,5,6,6,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,1,1,1,35,1,4,1,4,1,2,2,administration business,23,29,11,22,26,28,15
1,1,1,1,1,1,1,1,3,1,1,4,3,1,1,1,1,1,1,4,4,4,1,1,4,4,4,4,4,3,3,1,3,1,4,4,4,2,3,1,3,1,1,1,4,3,1,1,5,4,6,1,6,5,7,1,7,5,1,1,0,1,1,1,0,0,0,1,0,0,1,1,1,1,3,3,2,1,36,1,7,1,5,1,2,3,administration business,8,15,17,27,22,15,56
4,2,4,1,3,4,2,2,3,3,2,3,3,2,2,3,3,2,2,2,5,3,3,3,5,5,4,4,5,4,4,4,3,3,3,3,3,3,4,2,2,3,3,2,3,3,3,2,3,1,6,5,7,2,4,1,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,0,1,1,20,1,6,1,4,2,1,2,administration business,22,21,23,35,24,21,15
3,4,2,3,3,4,3,3,4,3,2,3,3,3,2,3,1,1,2,1,1,1,4,1,4,4,2,5,4,4,3,4,1,1,3,3,4,3,3,3,4,4,4,5,3,3,4,4,5,2,7,2,5,6,6,1,7,3,1,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,3,3,1,1,49,1,4,1,4,2,1,7,administration business,25,23,12,30,21,31,15
5,5,5,5,5,5,5,4,5,4,4,5,5,5,4,5,1,1,5,1,1,1,5,5,2,4,5,4,2,4,1,1,4,4,5,4,4,4,2,4,4,5,5,4,4,5,4,5,5,5,3,6,7,3,6,2,6,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,3,1,1,2,33,1,12,1,5,2,2,9,administration business,39,37,20,23,31,36,37
2,1,1,3,1,1,1,1,4,3,4,2,4,4,4,2,1,1,1,1,2,2,5,1,4,3,4,5,4,4,2,3,5,2,4,4,4,2,4,3,2,1,3,3,1,2,3,2,5,4,7,1,6,5,6,6,6,1,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,30,1,1,1,4,1,2,2,administration business,11,27,14,29,28,17,56
5,4,2,5,4,5,4,3,4,3,5,3,5,4,3,4,2,2,4,2,3,3,2,3,3,5,4,3,3,4,5,5,2,4,4,3,3,4,3,4,5,5,5,5,5,4,5,5,6,5,5,5,6,6,6,5,5,5,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,4,2,2,2,37,1,10,1,1,2,2,7,administration business,32,31,21,32,27,39,37
5,5,2,3,3,4,4,4,3,3,2,4,3,3,4,3,3,4,5,4,5,3,4,4,5,5,3,5,4,5,5,4,4,5,5,5,5,5,4,0,5,5,5,4,5,5,4,4,5,4,6,3,7,6,6,1,7,3,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,4,1,2,2,59,1,4,1,4,1,3,4,administration business,30,25,32,36,33,37,37
1,1,1,1,1,1,1,1,5,3,3,3,1,3,3,1,1,1,3,1,1,1,3,1,3,3,4,3,3,3,3,1,1,1,2,1,1,1,1,1,3,3,1,3,3,3,1,1,7,7,7,3,6,2,7,2,7,3,1,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,2,1,25,1,4,1,4,2,1,3,administration business,8,22,12,23,9,18,56
4,4,2,3,4,4,3,3,5,5,4,3,4,4,3,3,2,4,4,0,4,3,4,4,5,3,4,4,3,4,4,3,3,3,3,2,3,3,4,3,2,3,3,3,4,4,3,2,6,5,6,1,7,5,7,6,7,2,1,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,0,3,1,2,52,1,2,1,1,2,2,5,administration business,27,31,25,30,24,24,37
3,2,3,2,3,3,2,2,5,4,4,5,4,3,5,3,3,2,2,4,4,3,4,2,4,2,1,4,2,1,2,1,4,2,4,1,4,2,4,3,3,3,4,5,5,5,3,4,3,2,7,3,6,7,6,3,5,2,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,4,2,1,1,55,1,1,1,3,0,3,4,administration business,20,33,24,17,24,32,15
4,3,2,2,2,3,2,2,5,5,4,4,3,3,2,2,1,1,1,1,1,1,2,1,5,4,5,4,5,4,3,4,4,2,3,2,4,3,3,3,2,3,2,3,4,3,3,2,6,4,6,5,6,5,6,2,6,4,1,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1,3,2,1,1,29,1,1,1,4,1,1,2,administration business,20,28,9,34,24,22,15
1,1,1,2,1,1,1,1,2,5,4,2,3,2,2,1,1,2,3,3,5,2,1,2,4,4,5,4,5,3,4,2,1,2,4,1,4,1,2,1,2,1,5,3,4,3,1,2,3,3,5,6,6,7,7,2,4,4,1,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,3,3,1,2,24,1,2,1,4,1,1,2,administration business,9,21,19,31,16,21,56
5,2,1,4,1,3,4,3,3,2,3,4,4,4,4,3,1,2,3,2,2,5,3,3,0,3,4,3,4,4,3,4,3,4,5,5,5,5,4,5,3,5,3,0,5,5,4,4,4,4,4,4,5,5,5,2,4,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,27,1,7,3,4,2,2,1,administration business,23,27,21,25,36,29,15
1,1,2,2,2,2,2,2,3,2,2,3,2,3,2,2,3,3,2,2,2,4,2,2,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,2,3,4,4,2,3,3,7,5,5,2,6,2,5,5,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,3,1,1,19,2,4,1,5,1,1,2,administration business,14,19,20,23,16,24,56
1,1,1,1,1,1,1,1,3,2,2,2,3,2,2,2,1,1,2,2,2,1,3,1,5,3,5,2,4,2,2,1,3,1,2,1,5,2,3,3,2,2,2,1,2,1,2,1,6,5,5,4,7,4,5,2,5,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,2,1,1,64,1,6,1,4,1,2,3,administration business,8,18,13,24,20,13,56
3,3,4,3,3,4,3,1,1,4,4,3,3,4,3,3,3,1,1,5,3,4,4,1,4,2,3,5,4,5,2,2,5,2,4,3,4,4,2,4,4,4,1,3,2,3,3,4,4,5,6,5,6,4,7,5,6,5,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,2,1,1,1,28,1,2,1,4,1,2,3,administration business,24,25,22,27,28,24,15
5,5,4,4,4,3,5,4,5,5,5,1,5,5,3,5,2,5,2,1,1,1,1,1,4,5,5,5,4,4,5,4,2,5,4,3,1,5,4,5,2,5,5,5,4,2,1,5,6,2,6,7,4,6,6,2,2,6,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,3,3,1,2,43,1,3,1,1,2,2,3,administration business,34,34,14,36,29,29,37
1,1,5,4,2,4,3,3,4,4,4,3,2,4,2,2,2,2,5,2,1,1,4,1,5,4,4,2,5,2,2,3,3,3,2,4,4,4,4,4,2,4,4,3,2,3,5,3,3,2,5,1,7,6,6,3,7,2,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,1,4,1,1,1,36,1,4,1,5,1,1,3,administration business,23,25,18,27,28,26,15
3,2,2,2,2,2,2,2,4,4,4,4,4,4,4,2,1,1,1,1,1,2,1,2,2,4,5,4,4,3,2,4,2,3,4,1,5,3,1,2,4,2,2,2,2,4,2,2,6,1,7,2,7,3,6,1,6,4,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,2,1,1,50,1,4,1,4,1,2,4,administration business,17,30,10,28,21,20,56
4,1,1,3,1,1,3,1,4,3,4,4,3,3,3,3,1,1,1,1,1,1,1,1,4,4,4,3,1,1,1,1,1,1,1,3,1,3,1,1,1,4,1,1,4,4,1,1,5,1,7,5,6,3,7,1,6,6,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,3,3,2,1,28,1,6,1,4,1,2,2,administration business,15,27,8,19,12,17,56
3,2,4,4,2,4,3,4,4,3,3,3,3,4,4,4,3,2,3,5,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,4,3,4,3,4,4,4,4,3,3,3,3,2,1,7,2,6,6,7,2,7,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,1,3,3,2,2,35,1,7,1,5,2,3,3,administration business,26,28,29,33,28,28,37
3,2,3,4,2,1,2,2,2,4,4,3,3,3,3,4,2,4,3,2,3,4,2,2,4,4,4,3,4,5,5,4,3,3,5,2,4,4,4,5,4,4,4,4,5,4,4,4,4,3,6,4,3,4,5,1,6,5,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1,2,1,1,1,33,1,7,1,4,1,2,5,administration business,19,26,22,33,30,33,15
3,2,3,2,2,2,3,2,3,3,4,4,4,3,3,3,1,4,1,1,2,1,4,2,1,3,3,1,2,1,1,1,2,3,4,1,5,4,3,1,2,4,2,3,5,4,3,3,2,3,7,2,7,7,2,5,6,1,1,1,1,1,1,0,0,0,0,1,0,0,1,1,1,1,4,2,1,1,31,1,1,1,4,1,1,2,administration business,19,27,16,13,23,26,15
4,2,1,4,4,4,3,3,5,5,5,4,4,5,4,5,1,1,1,2,1,1,5,1,5,4,5,3,5,3,5,5,4,1,5,1,5,2,5,4,4,3,4,5,5,4,5,5,6,6,7,5,7,5,6,1,6,2,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,1,2,3,1,1,23,1,2,1,4,2,1,4,administration business,25,37,13,35,27,35,15
